date,value,punto
2005.12.16,22.34284592,Urubamba
2006.01.16,20.83374405,Urubamba
2006.02.14,22.0857811,Urubamba
2006.03.16,21.47060204,Urubamba
2006.04.15,22.01804733,Urubamba
2006.05.16,23.08238411,Urubamba
2006.06.15,21.88517189,Urubamba
2006.07.16,22.79639244,Urubamba
2006.08.16,22.58737564,Urubamba
2006.09.15,23.44896126,Urubamba
2006.10.16,23.21107674,Urubamba
2006.11.15,21.98551178,Urubamba
2006.12.16,21.85954857,Urubamba
2007.01.16,22.4390583,Urubamba
2007.02.14,21.78393364,Urubamba
2007.03.16,21.29320526,Urubamba
2007.04.15,21.81509209,Urubamba
2007.05.16,22.47552872,Urubamba
2007.06.15,23.15324783,Urubamba
2007.07.16,21.21864319,Urubamba
2007.08.16,22.87813568,Urubamba
2007.09.15,21.96337128,Urubamba
2007.10.16,22.87222862,Urubamba
2007.11.15,23.14940262,Urubamba
2007.12.16,22.44934845,Urubamba
2008.01.16,20.21492195,Urubamba
2008.02.15,21.63599205,Urubamba
2008.03.16,20.9965992,Urubamba
2008.04.15,22.57057762,Urubamba
2008.05.16,22.6751709,Urubamba
2008.06.15,22.66189766,Urubamba
2008.07.16,22.5729599,Urubamba
2008.08.16,23.54178238,Urubamba
2008.09.15,23.49483871,Urubamba
2008.10.16,22.94806862,Urubamba
2008.11.15,23.89060974,Urubamba
2008.12.16,21.46146011,Urubamba
2009.01.16,21.09234047,Urubamba
2009.02.14,21.10611725,Urubamba
2009.03.16,21.47456741,Urubamba
2009.04.15,22.77014351,Urubamba
2009.05.16,23.04771042,Urubamba
2009.06.15,23.27751541,Urubamba
2009.07.16,21.81867027,Urubamba
2009.08.16,23.63888359,Urubamba
2009.09.15,24.12541962,Urubamba
2009.10.16,24.58355522,Urubamba
2009.11.15,22.87680626,Urubamba
2009.12.16,21.59372139,Urubamba
2010.01.16,21.50686836,Urubamba
2010.02.14,22.20671654,Urubamba
2010.03.16,22.29180717,Urubamba
2010.04.15,23.64401245,Urubamba
2010.05.16,23.30423355,Urubamba
2010.06.15,23.1662674,Urubamba
2010.07.16,23.57938194,Urubamba
2010.08.16,25.82108688,Urubamba
2010.09.15,25.89999008,Urubamba
2010.10.16,25.6931076,Urubamba
2010.11.15,25.67716789,Urubamba
2010.12.16,24.00790405,Urubamba
2011.01.16,23.39798164,Urubamba
2011.02.14,22.03130722,Urubamba
2011.03.16,22.6788578,Urubamba
2011.04.15,23.6890049,Urubamba
2011.05.16,24.68568039,Urubamba
2011.06.15,24.24295425,Urubamba
2011.07.16,22.94672012,Urubamba
2011.08.16,24.35667801,Urubamba
2011.09.15,23.79638863,Urubamba
2011.10.16,24.81299019,Urubamba
2011.11.15,26.04433823,Urubamba
2011.12.16,22.97284698,Urubamba
2012.01.16,23.51802635,Urubamba
2012.02.15,22.17946625,Urubamba
2012.03.16,23.43525696,Urubamba
2012.04.15,23.74067879,Urubamba
2012.05.16,24.527454380000002,Urubamba
2012.06.15,24.08007813,Urubamba
2012.07.16,24.50213623,Urubamba
2012.08.16,25.02574158,Urubamba
