date,value,punto
2007.09.15,20.68677711,Ollantaytambo
2007.10.16,21.56226921,Ollantaytambo
2007.11.15,21.774683,Ollantaytambo
2007.12.16,20.65505409,Ollantaytambo
2008.01.16,18.31800842,Ollantaytambo
2008.02.15,19.4871254,Ollantaytambo
2008.03.16,18.94055557,Ollantaytambo
2008.04.15,20.16211128,Ollantaytambo
2008.05.16,20.31129837,Ollantaytambo
2008.06.15,20.87339973,Ollantaytambo
2008.07.16,21.12203407,Ollantaytambo
2008.08.16,22.24334335,Ollantaytambo
2008.09.15,22.21277237,Ollantaytambo
2008.10.16,21.63482285,Ollantaytambo
2008.11.15,22.44888496,Ollantaytambo
2008.12.16,19.89709663,Ollantaytambo
2009.01.16,19.28037453,Ollantaytambo
2009.02.14,19.1653347,Ollantaytambo
2009.03.16,19.41279602,Ollantaytambo
2009.04.15,20.23155785,Ollantaytambo
2009.05.16,20.60473633,Ollantaytambo
2009.06.15,21.44779015,Ollantaytambo
2009.07.16,20.45603371,Ollantaytambo
2009.08.16,22.42775345,Ollantaytambo
2009.09.15,22.77806664,Ollantaytambo
2009.10.16,23.27386856,Ollantaytambo
2009.11.15,21.60552216,Ollantaytambo
2009.12.16,20.38424683,Ollantaytambo
2010.01.16,19.54883766,Ollantaytambo
2010.02.14,20.46773338,Ollantaytambo
2010.03.16,20.44691849,Ollantaytambo
2010.04.15,21.22096252,Ollantaytambo
2010.05.16,20.99260521,Ollantaytambo
2010.06.15,21.52524185,Ollantaytambo
2010.07.16,22.10501289,Ollantaytambo
2010.08.16,23.73426819,Ollantaytambo
2010.09.15,23.91815376,Ollantaytambo
2010.10.16,23.53027153,Ollantaytambo
2010.11.15,23.51548004,Ollantaytambo
2010.12.16,21.06708717,Ollantaytambo
2011.01.16,20.59971619,Ollantaytambo
2011.02.14,18.99297523,Ollantaytambo
2011.03.16,19.60456085,Ollantaytambo
2011.04.15,20.50246239,Ollantaytambo
2011.05.16,21.35772705,Ollantaytambo
2011.06.15,21.85616684,Ollantaytambo
2011.07.16,20.87679482,Ollantaytambo
2011.08.16,22.50463295,Ollantaytambo
2011.09.15,22.03486824,Ollantaytambo
2011.10.16,22.83429527,Ollantaytambo
2011.11.15,23.65681267,Ollantaytambo
2011.12.16,20.51606178,Ollantaytambo
2012.01.16,20.53800583,Ollantaytambo
2012.02.15,19.18571091,Ollantaytambo
2012.03.16,20.16532707,Ollantaytambo
2012.04.15,20.33436203,Ollantaytambo
2012.05.16,21.34176254,Ollantaytambo
2012.06.15,21.53644562,Ollantaytambo
2012.07.16,22.22084045,Ollantaytambo
2012.08.16,22.96032143,Ollantaytambo
2012.09.15,22.8345871,Ollantaytambo
2012.10.16,23.34708023,Ollantaytambo
2012.11.15,22.68550682,Ollantaytambo
2012.12.16,19.96142006,Ollantaytambo
2013.01.16,20.23150635,Ollantaytambo
2013.02.14,19.98683929,Ollantaytambo
2013.03.16,20.54828835,Ollantaytambo
2013.04.15,21.47235298,Ollantaytambo
2013.05.16,21.25459671,Ollantaytambo
2013.06.15,20.34922028,Ollantaytambo
2013.07.16,20.78000259,Ollantaytambo
2013.08.16,21.69731712,Ollantaytambo
2013.09.15,23.42593193,Ollantaytambo
2013.10.16,22.04872704,Ollantaytambo
2013.11.15,22.3570385,Ollantaytambo
2013.12.16,20.37632942,Ollantaytambo
2014.01.16,20.23150063,Ollantaytambo
2014.02.14,20.6559906,Ollantaytambo
2014.03.16,20.787117,Ollantaytambo
2014.04.15,20.70594025,Ollantaytambo
2014.05.16,20.4784584,Ollantaytambo
2014.06.15,22.60726929,Ollantaytambo
2014.07.16,21.43426514,Ollantaytambo
2014.08.16,22.00450516,Ollantaytambo
2014.09.15,22.08806801,Ollantaytambo
2014.10.16,22.640131,Ollantaytambo
2014.11.15,23.21142578,Ollantaytambo
2014.12.16,21.53761673,Ollantaytambo
2015.01.16,19.82962799,Ollantaytambo
2015.02.14,20.47796249,Ollantaytambo
2015.03.16,20.65577316,Ollantaytambo
2015.04.15,19.69664001,Ollantaytambo
2015.05.16,20.24264145,Ollantaytambo
2015.06.15,21.70575142,Ollantaytambo
2015.07.16,21.77933693,Ollantaytambo
2015.08.16,22.67595863,Ollantaytambo
2015.09.15,23.18852615,Ollantaytambo
2015.10.16,23.02849197,Ollantaytambo
2015.11.15,23.01082611,Ollantaytambo
2015.12.16,21.16078186,Ollantaytambo
